id,MealDBid,name,category,area,recipe,ingredients,measurements,image,source
245,52896,Full English Breakfast,Breakfast,British,"Heat the flat grill plate over a low heat, on top of 2 rings/flames if it fits, and brush sparingly with light olive oil.
Cook the sausages first. Add the sausages to the hot grill plate/the coolest part if there is one and allow to cook slowly for about 15-20 minutes, turning occasionally, until golden. After the first 10 minutes, increase the heat to medium before beginning to cook the other ingredients. If you are struggling for space, completely cook the sausages and keep hot on a plate in the oven.
Snip a few small cuts into the fatty edge of the bacon. Place the bacon straight on to the grill plate and fry for 2-4 minutes each side or until your preferred crispiness is reached. Like the sausages, the cooked bacon can be kept hot on a plate in the oven.
For the mushrooms, brush away any dirt using a pastry brush and trim the stalk level with the mushroom top. Season with salt and pepper and drizzle over a little olive oil. Place stalk-side up on the grill plate and cook for 1-2 minutes before turning and cooking for a further 3-4 minutes. Avoid moving the mushrooms too much while cooking, as this releases the natural juices, making them soggy.
For the tomatoes, cut the tomatoes across the centre/or in half lengthways if using plum tomatoes , and with a small, sharp knife remove the green 'eye'. Season with salt and pepper and drizzle with a little olive oil. Place cut-side down on the grill plate and cook without moving for 2 minutes. Gently turn over and season again. Cook for a further 2-3 minutes until tender but still holding their shape.
For the black pudding, cut the black pudding into 3-4 slices and remove the skin. Place on the grill plate and cook for 1½-2 minutes each side until slightly crispy.
For 'proper' fried bread it's best to cook it in a separate pan. Ideally, use bread that is a couple of days old. Heat a frying pan to a medium heat and cover the base with oil. Add the bread and cook for 2-3 minutes each side until crispy and golden. If the pan becomes too dry, add a little more oil. For a richer flavour, add a knob of butter after you turn the slice.
For the fried eggs, break the egg straight into the pan with the fried bread and leave for 30 seconds. Add a good knob of butter and lightly splash/baste the egg with the butter when melted. Cook to your preferred stage, season and gently remove with a fish slice.
Once all the ingredients are cooked, serve on warm plates and enjoy straight away with a good squeeze of tomato ketchup or brown sauce.","['Sausages', 'Bacon', 'Mushrooms', 'Tomatoes', 'Black Pudding', 'Eggs', 'Bread', 'Baked Beans']","['4', '4', '4', '3', '2 sliced', '2', '1 Slice', '100g ']",https://www.themealdb.com/images/media/meals/sqrtwu1511721265.jpg,https://www.bbc.co.uk/food/recipes/stressfreefullenglis_67721
246,52791,Eton Mess,Dessert,British,"Purée half the strawberries in a blender. Chop the remaining strawberries, reserving four for decoration.
Whip the double cream until stiff peaks form, then fold in the strawberry purée and crushed meringue. Fold in the chopped strawberries and ginger cordial, if using.
Spoon equal amounts of the mixture into four cold wine glasses. Serve garnished with the remaining strawberries and a sprig of mint.","['strawberries', 'double cream', 'meringue nests', 'ginger cordial', 'Mint']","['500g', '400ml', '3 x 7.5cm', '1 tbsp', 'sprigs of fresh']",https://www.themealdb.com/images/media/meals/uuxwvq1483907861.jpg,
247,52958,Peanut Butter Cookies,Dessert,American,"Preheat oven to 350ºF (180ºC).
In a large bowl, mix together the peanut butter, sugar, and egg.
Scoop out a spoonful of dough and roll it into a ball. Place the cookie balls onto a nonstick baking sheet.
For extra decoration and to make them cook more evenly, flatten the cookie balls by pressing a fork down on top of them, then press it down again at a 90º angle to make a criss-cross pattern.
Bake for 8-10 minutes or until the bottom of the cookies are golden brown.
Remove from baking sheet and cool.
Enjoy!","['Peanut Butter', 'Sugar', 'Egg']","['1 cup ', '1/2 cup ', '1']",https://www.themealdb.com/images/media/meals/1544384070.jpg,https://tasty.co/recipe/3-ingredient-peanut-butter-cookies
248,52884,Lancashire hotpot,Lamb,British,"Heat oven to 160C/fan 140C/gas 3. Heat some dripping or butter in a large shallow casserole dish, brown the lamb in batches, lift to a plate, then repeat with the kidneys.
Fry the onions and carrots in the pan with a little more dripping until golden. Sprinkle over the flour, allow to cook for a couple of mins, shake over the Worcestershire sauce, pour in the stock, then bring to the boil. Stir in the meat and bay leaves, then turn off the heat. Arrange the sliced potatoes on top of the meat, then drizzle with a little more dripping. Cover, then place in the oven for about 1½ hrs until the potatoes are cooked.
Remove the lid, brush the potatoes with a little more dripping, then turn the oven up to brown the potatoes, or finish under the grill for 5-8 mins until brown.","['Butter', 'Lamb', 'Lamb Kidney', 'Onions', 'Carrots', 'Plain Flour', 'Worcestershire Sauce', 'Chicken Stock', 'Bay Leaves', 'Potatoes']","['100g ', '900g', '3', '2 medium', '4 sliced', '25g', '2 tsp', '500ml', '2', '900g']",https://www.themealdb.com/images/media/meals/uttrxw1511637813.jpg,https://www.bbcgoodfood.com/recipes/9099/lancashire-hotpot
249,52975,Tuna and Egg Briks,Seafood,Tunisian,"Heat 2 tsp of the oil in a large saucepan and cook the spring onions over a low heat for 3 minutes or until beginning to soften. Add the spinach, cover with a tight-fitting lid and cook for a further 2–3 minutes or until tender and wilted, stirring once or twice. Tip the mixture into a sieve or colander and leave to drain and cool.
Using a saucer as a guide, cut out 24 rounds about 12.5 cm (5 in) in diameter from the filo pastry, cutting 6 rounds from each sheet. Stack the filo rounds in a pile, then cover with cling film to prevent them from drying out.
When the spinach mixture is cool, squeeze out as much excess liquid as possible, then transfer to a bowl. Add the tuna, eggs, hot pepper sauce, and salt and pepper to taste. Mix well.
Preheat the oven to 200°C (400°F, gas mark 6). Take one filo round and very lightly brush with some of the remaining oil. Top with a second round and brush with a little oil, then place a third round on top and brush with oil.
Place a heaped tbsp of the filling in the middle of the round, then fold the pastry over to make a half-moon shape. Fold in the edges, twisting them to seal, and place on a non-stick baking sheet. Repeat with the remaining pastry and filling to make 8 briks in all.
Lightly brush the briks with the remaining oil. Bake for 12–15 minutes or until the pastry is crisp and golden brown.
Meanwhile, combine the tomatoes and cucumber in a bowl and sprinkle with the lemon juice and seasoning to taste. Serve the briks hot with this salad and the chutney.","['Olive Oil', 'Spring Onions', 'Spinach', 'Filo Pastry', 'Tuna', 'Eggs', 'Hotsauce', 'Tomatoes', 'Cucumber', 'Lemon Juice', 'Apricot Jam']","['2 tbs', '8', '200g', '4', '1 can ', '2', 'Dash', '4 Chopped', '1/4 ', '1 tbs', '4 tbs', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/2dsltq1560461468.jpg,http://allrecipes.co.uk/recipe/3096/tunisian-tuna-and-egg-briks.aspx
250,53018,Bigos (Hunters Stew),Pork,Polish,"Preheat the oven to 350 degrees F (175 degrees C).

Heat a large pot over medium heat. Add the bacon and kielbasa; cook and stir until the bacon has rendered its fat and sausage is lightly browned. Use a slotted spoon to remove the meat and transfer to a large casserole or Dutch oven.

Coat the cubes of pork lightly with flour and fry them in the bacon drippings over medium-high heat until golden brown. Use a slotted spoon to transfer the pork to the casserole. Add the garlic, onion, carrots, fresh mushrooms, cabbage and sauerkraut. Reduce heat to medium; cook and stir until the carrots are soft, about 10 minutes. Do not let the vegetables brown.

Deglaze the pan by pouring in the red wine and stirring to loosen all of the bits of food and flour that are stuck to the bottom. Season with the bay leaf, basil, marjoram, paprika, salt, pepper, caraway seeds and cayenne pepper; cook for 1 minute.

Mix in the dried mushrooms, hot pepper sauce, Worcestershire sauce, beef stock, tomato paste and tomatoes. Heat through just until boiling. Pour the vegetables and all of the liquid into the casserole dish with the meat. Cover with a lid.

Bake in the preheated oven for 2 1/2 to 3 hours, until meat is very tender.","['Bacon', 'Kielbasa', 'Pork', 'Flour', 'Garlic', 'Onion', 'Mushrooms', 'Cabbage', 'Sauerkraut', 'Red Wine', 'Bay Leaf', 'Basil', 'Marjoram', 'Paprika', 'Caraway Seed', 'Hotsauce', 'Beef Stock', 'Tomato Puree', 'Diced Tomatoes', 'Worcestershire Sauce']","['2 sliced', '1 lb', '1 lb', '1/4 cup', '3 chopped', '1 Diced', '1 1/2 cup ', '4 cups ', '1 Jar', '1/4 cup', '1', '1 tsp ', '1 tsp ', '1 tbs', '1/8 teaspoon', '1 dash', '5 Cups', '2 tbs', '1 cup ', '1 dash']",https://www.themealdb.com/images/media/meals/md8w601593348504.jpg,https://www.allrecipes.com/recipe/138131/bigos-hunters-stew/
251,52953,Shrimp Chow Fun,Seafood,Chinese,"STEP 1 - SOAK THE RICE NOODLES
Soak the rice noodles overnight untill they are soft
STEP 2 - BOIL THE RICE NOODLES
Boil the noodles for 10-15 minutes and then rinse with cold water to stop the cooking process of the noodles.
STEP 3 -MARINATING THE SHRIMP
In a bowl add the shrimp, egg, 1 pinch of white pepper, 1 Teaspoon of sesame seed oil, 1 Tablespoon corn starch and 1 tablespoon of oil
Mix together well
STEP 4 - STIR FRY
In a wok add 2 Tablespoons of oil, shrimp and stir fry them until it is golden brown
Set the shrimp aside
Add 1 Tablespoon of oil to the work and then add minced garlic, ginger and all of the vegetables.
Add the noodles to the wok
Next add sherry cooking wine, oyster sauce, sugar, vinegar, sesame seed oil, 1 pinch white pepper, and soy sauce
Add back in the shrimp
To thicken the sauce, whisk together 1 Tablespoon of corn starch and 2 Tablespoon of water in a bowl and slowly add to your stir-fry until it's the right thickness.","['Rice Stick Noodles', 'Prawns', 'Egg', 'Pepper', 'Sesame Seed Oil', 'Cornstarch', 'Oil', 'Minced Garlic', 'Ginger', 'Onion', 'Bean Sprouts', 'Spring Onions', 'Cooking wine', 'Oyster Sauce', 'Sugar', 'Vinegar', 'Soy Sauce']","['1/2 bag', '8 oz ', '1/2 ', 'pinch', '2 tsp', '2 tbs', '4 tbs', '1 tsp ', '1 tsp ', '1/2 cup ', '1 cup ', '1/2 cup ', '1 tbs', '1 tbs', '1/2 tbs', '1/2 tbs', '1 tbs']",https://www.themealdb.com/images/media/meals/1529445434.jpg,https://sueandgambo.com/pages/shrimp-chow-fun
252,53031,Egyptian Fatteh,Beef,Egyptian,"To prepare bread for bottom of dish: Take pita bread and rip into bite size pieces. In a frying pan, add about a 1/4 stick of butter, add bread pieces and fry until golden brown and crisp. Put these pieces in a glass baking dish, preferably a square sized dish. Set aside.
Then add to same pan, a little more butter, salt, approximately 2 cloves of crushed fresh garlic, and a teaspoon or so of cumin stir around a bit until you can smell aroma, then add fried bread pieces to this mixture, stir to coat bread and put back into glass baking dish. Set aside.
To prepare meat: put some butter in a pot, stir fry meat until brown, add 1 onion quartered, salt & pepper, 1 cube of chicken bouillon and water to cover meat. Bring to a boil, turn down to simmer, cover and cook until tender, approximately 2 hours. After meat has cooled, take out chunks of meat and put in a bowl, set aside. Reserve soup from the meat separately.
To prepare the rice: Put some butter into a pot, add shareya (fideo noodles) like a handful or so, keep stirring until golden brown, not too dark, but very golden. Then add two cups of rice, stir a little bit until some of the rice turns an opaque white. Add 2-1/4 cups of water and salt to taste. Bring to a boil, cover and turn down to simmer, cook until tender. Test the rice tenderness after about 35 minutes.
Now take some of the soup from meat and add to the top of the bread pieces in baking dish to saturate.Add cooked rice on top of bread pieces. Slowly spoon remainder of soup onto rice, looking at glass dish sides to see level of soup, should reach just to top of rice, don’t worry, this doesn’t have to be exact. Now you’re ready to make the sauce and fry the meat to put on top.
To prepare red sauce: In a pan, add a little oil or butter, crushed tomato, a half teaspoon of tomato paste, salt & pepper, 2 cloves of fresh crushed garlic and cumin. Add also approximately 3 tablespoons of vinegar, stir this until you smell aroma and it is a bit smooth. It should be a bit thick, not watery, but if too thick you can add a bit of water. Spread with a wooden spoon atop the rice to cover.
To fry meat: In a pan add a bit of butter or oil, the meat, just a touch of tomato paste, about a tablespoon of fresh crushed garlic, salt & pepper, a teaspoon of cumin. Cook until meat is golden fried.
Spoon this atop the rice and serve. Enjoy!","['Beef', 'Onion', 'Chicken Stock Cube', 'Tomatoes', 'Garlic Clove', 'Tomato Puree', 'Rice', 'Noodles', 'Butter', 'Olive Oil', 'Pita Bread', 'Cumin', 'White Wine Vinegar', 'Salt', 'Pepper']","['1lb', '1', '1', '2', '4', '1 tbs', '2 cups ', '1/4 cup', '1/4 cup', '2 cups ', '1', '1 tbs', '3 tbs', 'To taste', 'To taste', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/rlwcc51598734603.jpg,https://www.food.com/recipe/egyptian-faatah-rice-meat-with-crispy-bread-on-bottom-194764
253,52960,Salmon Avocado Salad,Seafood,British,"Season the salmon, then rub with oil. Mix the dressing ingredients together. Halve, stone, peel and slice the avocados. Halve and quarter the cucumber lengthways, then cut into slices. Divide salad, avocado and cucumber between four plates, then drizzle with half the dressing.

Heat a non-stick pan. Add the salmon and fry for 3-4 mins on each side until crisp but still moist inside. Put a salmon fillet on top of each salad and drizzle over the remaining dressing. Serve warm.","['Salmon', 'Avocado', 'Cucumber', 'Spinach', 'Mint', 'Lime', 'Honey', 'Olive Oil']","['400g', '3', '1', '400g', '4 tbs', 'zest and juice of 1', '2 tsp', '3 tbs']",https://www.themealdb.com/images/media/meals/1549542994.jpg,https://www.bbcgoodfood.com/recipes/4521/salmon-avocado-and-cucumber-salad
254,52876,Minced Beef Pie,Beef,British,"Preheat the oven to 200C/400F/Gas 6.
Heat the oil in a deep frying pan and fry the beef mince for 4-5 minutes, breaking it up with a wooden spoon as it browns.
Add the onion and cook for 2-3 minutes, then stir in the tomato purée and cook for 2-3 more minutes. Stir in the flour and cook for a further minute, then add the chopped mushrooms, the stout or beef stock and a couple of dashes of Worcestershire sauce. Bring to the boil, then reduce the heat, cover the pan with a lid and leave to simmer for 20 minutes. Set aside and leave to cool, then turn the meat mixture into a one litre pie dish.
Roll out the pastry on a floured work surface until it is slightly larger than the pie dish. Gently drape the pastry over the dish, pressing firmly onto the edges. Trim, then shape the edges into a fluted shape.
Cut some leaf shapes out of the pastry trimmings and decorate the top of the pie, sticking them to the pastry with the beaten egg yolk.
Make three or four slits in the pastry to allow the steam to escape, then brush the pie with the rest of the beaten egg yolk and bake in the oven for 20-25 minutes, or until golden-brown.
To serve, slice into wedges.","['Vegetable Oil', 'Minced Beef', 'Onion', 'Tomato Puree', 'Plain Flour', 'Mushrooms', 'Beef Stock', 'Worcestershire Sauce', 'Shortcrust Pastry', 'Egg Yolks']","['2 tbs', '500g', '1 chopped', '1 tbls', '1 ½ tbsp', '75g', '250ml', 'Dash', '400g', '1']",https://www.themealdb.com/images/media/meals/xwutvy1511555540.jpg,https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198
255,52835,Fettucine alfredo,Pasta,Italian,"In a medium saucepan, stir the clotted cream, butter and cornflour over a low-ish heat and bring to a low simmer. Turn off the heat and keep warm.
Meanwhile, put the cheese and nutmeg in a small bowl and add a good grinding of black pepper, then stir everything together (don’t add any salt at this stage).
Put the pasta in another pan with 2 tsp salt, pour over some boiling water and cook following pack instructions (usually 3-4 mins). When cooked, scoop some of the cooking water into a heatproof jug or mug and drain the pasta, but not too thoroughly.
Add the pasta to the pan with the clotted cream mixture, then sprinkle over the cheese and gently fold everything together over a low heat using a rubber spatula. When combined, splash in 3 tbsp of the cooking water. At first, the pasta will look wet and sloppy: keep stirring until the water is absorbed and the sauce is glossy. Check the seasoning before transferring to heated bowls. Sprinkle over some chives or parsley, then serve immediately.","['Clotted Cream', 'Butter', 'Corn Flour', 'Parmesan Cheese', 'Nutmeg', 'Fettuccine', 'Parsley']","['227g', '25g', '1 tsp ', '100g ', 'Grated', '250g', 'Chopped']",https://www.themealdb.com/images/media/meals/uquqtu1511178042.jpg,https://www.bbcgoodfood.com/recipes/fettucine-alfredo
256,52802,Fish pie,Seafood,British,"01.Put the potatoes in a large pan of cold salted water and bring to the boil. Lower the heat, cover, then simmer gently for 15 minutes until tender. Drain, then return to the pan over a low heat for 30 seconds to drive off any excess water. Mash with 1 tbsp olive oil, then season.
02.Meanwhile put the milk in a large sauté pan, add the fish and bring to the boil. Remove from the heat, cover and stand for 3 minutes. Remove the fish (reserving the milk) and pat dry with kitchen paper, then gently flake into an ovenproof dish, discarding the skin and any bones.
03.Heat the remaining oil in a pan, stir in the flour and cook for 30 seconds. Gradually stir in 200-250ml of the reserved milk (discard the rest). Grate in nutmeg, season, then bubble until thick. Stir in the cream.
04.Preheat the oven to 190°C/fan170°C/gas 5. Grate the artichokes and add to the dish with the leek, prawns and herbs. Stir the lemon zest and juice into the sauce, then pour over. Mix gently with a wooden spoon.
05.Spoon the mash onto the fish mixture, then use a fork to make peaks, which will crisp and brown as it cooks. Sprinkle over the cheese, then bake for 35-40 minutes until golden and bubbling. Serve with wilted greens.","['Floury Potatoes', 'Olive Oil', 'Semi-skimmed Milk', 'White Fish Fillets', 'Plain flour', 'Nutmeg', 'Double Cream', 'Jerusalem Artichokes', 'Leek', 'Prawns', 'Parsley', 'Dill', 'Lemon', 'Gruyère', 'Lemon']","['900g', '2 tbsp', '600ml', '800g', '1 tbsp', 'Grating', '3 tbsp', '200g', '1 finely sliced', '200g peeled raw', 'Large handful', 'Handful', 'Grated zest of 1', '25g grated', 'Juice of 1']",https://www.themealdb.com/images/media/meals/ysxwuq1487323065.jpg,
257,52998,Corned Beef and Cabbage,Beef,Irish,"1

Place corned beef in large pot or Dutch oven and cover with water. Add the spice packet that came with the corned beef. Cover pot and bring to a boil, then reduce to a simmer. Simmer approximately 50 minutes per pound or until tender.

2

Add whole potatoes and peeled and cut carrots, and cook until the vegetables are almost tender. Add cabbage and cook for 15 more minutes. Remove meat and let rest 15 minutes.

3

Place vegetables in a bowl and cover. Add as much broth (cooking liquid reserved in the Dutch oven or large pot) as you want. Slice meat across the grain.","['Beef Brisket', 'Small Potatoes', 'Carrots', 'Cabbage']","['3 Lbs', '10', '5', '1 head', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/xb97a81583266727.jpg,
258,52855,Banana Pancakes,Dessert,American,"In a bowl, mash the banana with a fork until it resembles a thick purée. Stir in the eggs, baking powder and vanilla.
Heat a large non-stick frying pan or pancake pan over a medium heat and brush with half the oil. Using half the batter, spoon two pancakes into the pan, cook for 1-2 mins each side, then tip onto a plate. Repeat the process with the remaining oil and batter. Top the pancakes with the pecans and raspberries.","['Banana', 'Eggs', 'Baking Powder', 'Vanilla Extract', 'Oil', 'Pecan Nuts', 'Raspberries']","['1 large', '2 medium', 'pinch', 'spinkling', '1 tsp ', '25g', '125g']",https://www.themealdb.com/images/media/meals/sywswr1511383814.jpg,https://www.bbcgoodfood.com/recipes/banana-pancakes
259,52824,Beef Sunday Roast,Beef,British,"Cook the Broccoli and Carrots in a pan of boiling water until tender.

Roast the Beef and Potatoes in the oven for 45mins, the potatoes may need to be checked regularly to not overcook.

To make the Yorkshire puddings:
Heat oven to 230C/fan 210C/gas 8. Drizzle a little sunflower oil evenly into 2 x 4-hole Yorkshire pudding tins or a 12-hole non-stick muffin tin and place in the oven to heat through
To make the batter, tip 140g plain flour into a bowl and beat in four eggs until smooth. Gradually add 200ml milk and carry on beating until the mix is completely lump-free. Season with salt and pepper. Pour the batter into a jug, then remove the hot tins from the oven. Carefully and evenly pour the batter into the holes. Place the tins back in the oven and leave undisturbed for 20-25 mins until the puddings have puffed up and browned. Serve immediately.

Plate up and add the Gravy as desired.","['Beef', 'Broccoli', 'Potatoes', 'Carrots', 'plain flour', 'Eggs', 'milk', 'sunflower oil']","['8 slices', '12 florets', '1 Packet', '1 Packet', '140g', '4', '200ml', 'drizzle (for cooking)']",https://www.themealdb.com/images/media/meals/ssrrrs1503664277.jpg,https://www.bbcgoodfood.com/recipes/9020/best-yorkshire-puddings
260,52898,Chelsea Buns,Dessert,British,"Sift the flour and salt into a large bowl. Make a well in the middle and add the yeast.
Meanwhile, warm the milk and butter in a saucepan until the butter melts and the mixture is lukewarm.
Add the milk mixture and egg to the flour mixture and stir until the contents of the bowl come together as a soft dough. (You may need to add a little extra flour.)
Tip the dough onto a generously floured work surface. Knead for five minutes, adding more flour if necessary, until the dough is smooth and elastic and no longer feels sticky.
Lightly oil a bowl with a little of the vegetable oil. Place the dough into the bowl and turn until it is covered in the oil. Cover the bowl with cling film and set aside in a warm place for one hour, or until the dough has doubled in size.
Lightly grease a baking tray.
For the filling, knock the dough back to its original size and turn out onto a lightly floured work surface. Roll the dough out into a rectangle 0.5cm/¼in thick. Brush all over with the melted butter, then sprinkle over the brown sugar, cinnamon and dried fruit.
Roll the dough up into a tight cylinder , cut ten 4cm/1½in slice and place them onto a lightly greased baking sheet, leaving a little space between each slice. Cover with a tea towel and set aside to rise for 30 minutes.
Preheat oven to 190C/375F/Gas 5.
Bake the buns in the oven for 20-25 minutes, or until risen and golden-brown.
Meanwhile, for the glaze, heat the milk and sugar in a saucepan until boiling. Reduce the heat and simmer for 2-3 minutes.
Remove the buns from the oven and brush with the glaze, then set aside to cool on a wire rack.","['White Flour', 'Salt', 'Yeast', 'Milk', 'Butter', 'Eggs', 'Vegetable Oil', 'Butter', 'Brown Sugar', 'Cinnamon', 'Dried Fruit', 'Milk', 'Caster Sugar']","['500g', '1 tsp ', '7g', '300ml ', '40g', '1', 'Dash', '25g', '75g', '2 tsp', '150g', '2 tbs', '2 tbs']",https://www.themealdb.com/images/media/meals/vqpwrv1511723001.jpg,https://www.bbc.co.uk/food/recipes/chelsea_buns_95015
261,52982,Spaghetti alla Carbonara,Pasta,Italian,"STEP 1
Put a large saucepan of water on to boil.

STEP 2
Finely chop the 100g pancetta, having first removed any rind. Finely grate 50g pecorino cheese and 50g parmesan and mix them together.

STEP 3
Beat the 3 large eggs in a medium bowl and season with a little freshly grated black pepper. Set everything aside.

STEP 4
Add 1 tsp salt to the boiling water, add 350g spaghetti and when the water comes back to the boil, cook at a constant simmer, covered, for 10 minutes or until al dente (just cooked).

STEP 5
Squash 2 peeled plump garlic cloves with the blade of a knife, just to bruise it.

STEP 6
While the spaghetti is cooking, fry the pancetta with the garlic. Drop 50g unsalted butter into a large frying pan or wok and, as soon as the butter has melted, tip in the pancetta and garlic.

STEP 7
Leave to cook on a medium heat for about 5 minutes, stirring often, until the pancetta is golden and crisp. The garlic has now imparted its flavour, so take it out with a slotted spoon and discard.

STEP 8
Keep the heat under the pancetta on low. When the pasta is ready, lift it from the water with a pasta fork or tongs and put it in the frying pan with the pancetta. Don’t worry if a little water drops in the pan as well (you want this to happen) and don’t throw the pasta water away yet.

STEP 9
Mix most of the cheese in with the eggs, keeping a small handful back for sprinkling over later.

STEP 10
Take the pan of spaghetti and pancetta off the heat. Now quickly pour in the eggs and cheese. Using the tongs or a long fork, lift up the spaghetti so it mixes easily with the egg mixture, which thickens but doesn’t scramble, and everything is coated.

STEP 11
Add extra pasta cooking water to keep it saucy (several tablespoons should do it). You don’t want it wet, just moist. Season with a little salt, if needed.

STEP 12
Use a long-pronged fork to twist the pasta on to the serving plate or bowl. Serve immediately with a little sprinkling of the remaining cheese and a grating of black pepper. If the dish does get a little dry before serving, splash in some more hot pasta water and the glossy sauciness will be revived.","['Spaghetti', 'Egg Yolks', 'Salt', 'Bacon', 'Pecorino', 'Black Pepper']","['320g', '6', 'As required', '150g', '50g', 'As required', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/llcbn01574260722.jpg,https://www.bbcgoodfood.com/recipes/ultimate-spaghetti-carbonara-recipe
262,53057,Traditional Croatian Goulash,Beef,Croatian,"Clean the meat from the veins if there are some and cut it into smaller pieces, 3 × 3 cm. Marinate the meat in the mustard and spices and let it sit in the refrigerator for one hour
Heat one tablespoon of pork fat or vegetable oil in a pot and fry the meat on all sides until it gets browned. Once the meat is cooked, transfer it to a plate and add another tablespoon of fat to the pot
Cut the onions very fine, peel the carrots and shred it using a grater. Cook the onions and carrots over low heat for 15 minutes. You can salt the vegetables a little to make them soften faster
Once the vegetables have browned and become slightly mushy, add the meat and bay leaves and garlic. Pour over with wine and simmer for 10-15 minutes to allow the alcohol to evaporate. Now is the right time to add 2/3 the amount of liquid
Cover the pot and cook over low heat for an hour, stirring occasionally. After the first hour, pour over the rest of the water or stock and cook for another 30-45 minutes
Allow the stew to cool slightly and serve it with a sprinkle of chopped parsley and few slices of fresh hot pepper if you like to spice it up a bit
Slice ​​some fresh bread, season the salad and simply enjoying these wonderful flavors","['Beef', 'Onions', 'Carrots', 'Garlic', 'Bay Leaf', 'Red Wine', 'Water', 'Mustard', 'Salt', 'Pepper', 'Paprika', 'Vegetable Oil']","['500g', '2 chopped', '2 chopped', '2 cloves', '2', '200ml', '2 Litres', '3 tbs', '1tbsp', '1/2 tsp', '1/2 tsp', '2 tbs', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/n1hcou1628770088.jpg,https://www.chasingthedonkey.com/croatian-recipes-traditional-croatian-goulash/
263,52827,Massaman Beef curry,Beef,Thai,"Heat oven to 200C/180C fan/gas 6, then roast the peanuts on a baking tray for 5 mins until golden brown. When cool enough to handle, roughly chop. Reduce oven to 180C/160C fan/gas 4.
Heat 2 tbsp coconut cream in a large casserole dish with a lid. Add the curry paste and fry for 1 min, then stir in the beef and fry until well coated and sealed. Stir in the rest of the coconut with half a can of water, the potatoes, onion, lime leaves, cinnamon, tamarind, sugar, fish sauce and most of the peanuts. Bring to a simmer, then cover and cook for 2 hrs in the oven until the beef is tender.
Sprinkle with sliced chilli and the remaining peanuts, then serve straight from the dish with jasmine rice.","['Peanuts', 'Coconut cream', 'Massaman curry paste', 'Beef', 'Potatoes', 'Onion', 'Lime', 'Cinnamon stick', 'Tamarind paste', 'Brown sugar', 'Fish Sauce', 'chilli', 'Jasmine Rice']","['85g', '400ml can', '4 tbsp', '600g stewing cut into strips', '450g waxy', '1 cut thin wedges', '4 leaves', '1', '1 tbsp', '1 tbsp palm or soft light', '1 tbsp', '1 red deseeded and finely sliced, to serve', 'to serve']",https://www.themealdb.com/images/media/meals/tvttqv1504640475.jpg,https://www.bbcgoodfood.com/recipes/420631/beef-massaman-curry
264,52855,Banana Pancakes,Dessert,American,"In a bowl, mash the banana with a fork until it resembles a thick purée. Stir in the eggs, baking powder and vanilla.
Heat a large non-stick frying pan or pancake pan over a medium heat and brush with half the oil. Using half the batter, spoon two pancakes into the pan, cook for 1-2 mins each side, then tip onto a plate. Repeat the process with the remaining oil and batter. Top the pancakes with the pecans and raspberries.","['Banana', 'Eggs', 'Baking Powder', 'Vanilla Extract', 'Oil', 'Pecan Nuts', 'Raspberries']","['1 large', '2 medium', 'pinch', 'spinkling', '1 tsp ', '25g', '125g']",https://www.themealdb.com/images/media/meals/sywswr1511383814.jpg,https://www.bbcgoodfood.com/recipes/banana-pancakes
265,53029,Mulukhiyah,Beef,Egyptian,"Saute the onions in the 3-4 tablespoons olive oil
Add the beef cubes or the chicken cutlets, sear for 3-4 min on each side
Add 1 liter of water or just enough to cover the meat
Cook over medium heat until the meat is done (I usually do this in the pressure cooker and press them for 5 min)

Add the frozen mulukhyia and stir until it thaws completely and then comes to a boil

In another pan add the 1/4 to 1/2 cup of olive oil and the cloves of garlic and cook over medium low heat until you can smell the garlic (don’t brown it, it will become bitter)

Add the oil and garlic to the mulukhyia and lower the heat and simmer for 5-10 minutes
Add salt to taste

Serve with a generous amount of lemon juice.

You can serve it with some short grain rice or some pita bread","['Mulukhiyah', 'Onion', 'Beef', 'Salt', 'Water', 'Garlic Clove', 'Olive Oil']","['800g', '1 chopped', '300g', '1 tsp ', '1 Litre', '1', '1/2 cup ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/x372ug1598733932.jpg,https://chefindisguise.com/2017/05/15/mulukhiyah-a-stew-fit-for-royals/
